车牌号,num_events,total_repeat_count,total_low_speed_count,first_start,last_end,total_duration_min,mean_duration_min,low_event_count,mean_speed_kmh,median_speed_kmh
AB39DA6J,1,3,1,2024-05-05 10:45:04.493,2024-05-05 11:17:01.959,31.957766666666664,31.957766666666664,5,3.8413789378251595,0.5475856492403618
AB3A641,2,7,6,2024-05-03 16:34:31.285,2024-05-03 17:17:57.672,85.72630000000001,42.863150000000005,3,4.805836957025643,4.787921669601485
AB3AADEH,1,3,1,2024-05-05 17:57:18.984,2024-05-05 18:45:44.412,48.4238,48.4238,1,0.018289526124881,0.018289526124881
AB3AW76,1,3,3,2024-05-03 08:42:50.000,2024-05-03 09:36:21.000,53.516666666666666,53.516666666666666,3,6.032686857973903,6.861743492779921
AB3B556I,1,3,1,2024-05-02 06:47:17.174,2024-05-02 07:17:20.054,30.048000000000002,30.048000000000002,3,0.15900649705899964,0.072929285374441
AB3B6D9J,4,22,4,2024-05-04 09:53:33.005,2024-05-04 10:39:11.291,176.33121666666668,44.08280416666667,2,0.5524717984418859,0.5524717984418859
AB3BC59J,2,6,3,2024-05-02 21:22:47.466,2024-05-03 17:47:19.107,77.97261666666667,38.986308333333334,6,0.6370264899872099,0.2258266287164145
AB3BLFC,2,7,4,2024-05-05 11:56:51.343,2024-05-05 12:39:28.982,82.12955,41.064775,2,4.312898311500062,4.312898311500062
AB3DBBEM,1,3,2,2024-05-03 06:46:38.000,2024-05-03 07:42:21.000,55.71666666666667,55.71666666666667,6,4.569772601281023,0.2482324769137807
AB3E6EFN,1,3,2,2024-05-04 20:31:57.560,2024-05-04 21:25:37.839,53.67131666666667,53.67131666666667,12,0.11022091963999746,0.10458179954741695
AB3GA77I,2,6,4,2024-05-01 16:33:33.220,2024-05-03 14:44:17.808,86.75731666666667,43.378658333333334,6,2.7903555591652407,1.9246467297355623
AB3H78FI,2,7,4,2024-05-01 18:15:48.877,2024-05-01 19:22:12.294,132.675,66.3375,16,7.38834123910639,8.036804939482776
AB3H9BFI,1,3,1,2024-05-05 17:25:44.850,2024-05-05 18:50:20.968,84.60196666666667,84.60196666666667,7,2.03258026732049,0.0424163091462735
AB3IDEEI,1,3,1,2024-05-02 15:33:48.090,2024-05-02 16:21:24.521,47.60718333333333,47.60718333333333,5,6.296690325756048,6.840517143096018
AB3K4BQ,4,18,6,2024-05-01 17:29:47.487,2024-05-01 18:22:21.067,190.67221666666666,47.668054166666664,3,2.2503565603551787,1.9965149721985287
AB3K9EEI,2,7,10,2024-05-03 12:49:15.187,2024-05-03 14:04:13.855,148.9013833333333,74.45069166666666,10,2.2583168241378258,0.7979868996917919
AB3KB69I,2,6,9,2024-05-05 09:19:12.000,2024-05-05 10:28:12.000,107.84801666666667,53.92400833333333,8,7.014952229196302,7.3786833088158055
AB3M49DK,2,6,10,2024-05-04 18:23:14.227,2024-05-04 19:17:05.432,96.15341666666666,48.07670833333333,8,4.808652456809561,5.991262057171472
AB3M6Z6,3,10,17,2024-05-03 19:32:36.000,2024-05-03 20:56:41.819,218.63760000000002,72.87920000000001,6,8.342910288660823,9.93530849428916
AB3N49EH,1,3,1,2024-05-02 19:56:45.375,2024-05-02 20:31:08.488,34.385216666666665,34.385216666666665,1,10.045315534522402,10.045315534522402
AB3N5BDH,1,3,1,2024-05-05 12:45:14.559,2024-05-05 13:22:51.261,37.611700000000006,37.611700000000006,5,3.301431907743857,2.134927412467976
AB3N9OE,1,3,1,2024-05-04 14:38:53.712,2024-05-04 15:33:06.983,54.221183333333336,54.221183333333336,3,5.849129694874151,5.618345771726611
AB3NCA9H,2,7,2,2024-05-03 13:42:07.707,2024-05-03 14:16:52.079,69.42488333333333,34.71244166666666,4,1.592454635041628,0.22192140727119244
AB3O536,1,3,3,2024-05-02 15:25:54.031,2024-05-02 16:41:19.099,75.4178,75.4178,3,4.41533776834421,1.878465377274117
AB3OKB7,4,12,24,2024-05-03 10:20:00.000,2024-05-03 12:20:01.000,276.0833333333333,69.02083333333333,8,5.337136234835293,4.494046121898733
AB3S5BDI,4,26,4,2024-05-01 20:10:54.719,2024-05-01 21:26:22.096,277.33478333333335,69.33369583333334,1,2.69649994307389,2.69649994307389
AB3TBC8,1,3,1,2024-05-03 07:37:49.255,2024-05-03 08:15:46.438,37.95305,37.95305,3,5.349846628892986,4.557665867387115
AB3TBDEH,1,3,2,2024-05-01 19:51:04.906,2024-05-01 20:21:10.282,30.0896,30.0896,11,4.657328916970236,2.939831449663553
AB3TDAEH,1,3,2,2024-05-05 20:48:10.329,2024-05-05 21:42:21.866,54.19228333333333,54.19228333333333,11,2.864225523200686,1.1001389230984555
AB3V67DK,1,3,2,2024-05-05 08:49:09.295,2024-05-05 09:23:57.758,34.80771666666667,34.80771666666667,3,2.96324398326241,0.0239066826549247
AB3V78DK,1,3,1,2024-05-02 07:37:22.484,2024-05-02 08:49:56.372,72.5648,72.5648,9,0.5856246932446162,0.4262729041759825
AB3VD79H,48,228,154,2024-05-01 00:15:00.697,2024-05-04 02:20:15.316,3162.9090833333335,65.89393923611111,52,4.330825070457473,2.8944754787893117
AB3W7EFH,3,9,6,2024-05-02 10:37:35.348,2024-05-05 11:50:24.000,110.08401666666668,36.69467222222223,8,3.2492829994021752,1.887588834515346
AB3WBACM,1,3,2,2024-05-04 14:53:01.710,2024-05-04 15:44:21.845,51.33558333333334,51.33558333333334,2,8.513554081610812,8.513554081610812
AB3WD8FH,3,10,5,2024-05-05 12:29:18.466,2024-05-05 13:42:47.477,172.04336666666666,57.347788888888886,2,4.539931775877679,4.539931775877679
AB3X4B9K,1,3,1,2024-05-03 10:06:42.000,2024-05-03 11:14:24.000,67.7,67.7,1,5.9239366533707205,5.9239366533707205
AB3X6DCH,2,7,4,2024-05-02 12:20:07.298,2024-05-02 13:06:01.422,76.75545,38.377725,2,8.412482299458455,8.412482299458455
AB3XA8EI,3,12,3,2024-05-05 15:20:44.377,2024-05-05 16:11:21.342,146.03398333333334,48.677994444444444,4,3.5310999899285713,0.1813999531398466
AB3XBCDK,1,3,1,2024-05-02 20:56:11.334,2024-05-02 22:15:44.548,79.55356666666667,79.55356666666667,9,3.569647590411223,1.039755033714057
AB3ZCBCI,3,10,3,2024-05-03 20:18:43.041,2024-05-03 21:15:47.694,112.88656666666665,37.62885555555555,1,2.8884759438095142,2.8884759438095142
AB40279,1,3,1,2024-05-03 20:57:14.000,2024-05-03 22:01:38.000,64.4,64.4,1,14.405416436580154,14.405416436580154
AB40BBEM,1,3,3,2024-05-04 21:16:13.259,2024-05-04 22:01:24.937,45.19463333333333,45.19463333333333,4,1.4885922871921493,0.9583933944941662
AB4275V,1,3,2,2024-05-01 16:19:25.056,2024-05-01 17:02:59.359,43.57171666666667,43.57171666666667,2,6.095092161560966,6.095092161560966
AB434BCN,1,3,1,2024-05-03 23:22:32.400,2024-05-04 00:08:12.421,45.66701666666667,45.66701666666667,6,1.1121059333548102,0.23323443272373678
AB43HQ6,1,3,3,2024-05-01 17:52:45.206,2024-05-01 18:45:05.031,52.330416666666665,52.330416666666665,3,8.063888012198225,8.414242507818233
AB43PA9,1,3,2,2024-05-02 12:53:30.099,2024-05-02 13:50:03.550,56.557516666666665,56.557516666666665,2,8.625367967326143,8.625367967326143
AB447B9I,1,3,3,2024-05-05 13:28:13.000,2024-05-05 14:52:11.000,83.96666666666667,83.96666666666667,3,0.26641013716428424,0.0713759345092492
AB454XK,1,3,1,2024-05-01 15:27:55.530,2024-05-01 16:32:44.081,64.80918333333334,64.80918333333334,1,0.0245965482843907,0.0245965482843907
AB466MM,1,3,6,2024-05-03 12:17:57.000,2024-05-03 13:45:59.000,88.03333333333333,88.03333333333333,7,4.728356856984078,3.161866484917897
AB478W3,1,3,3,2024-05-05 13:37:28.737,2024-05-05 14:19:40.058,42.18868333333333,42.18868333333333,3,8.462801242444685,7.910036518001926
AB48AA9I,1,3,1,2024-05-04 19:01:40.767,2024-05-04 19:31:47.572,30.11341666666667,30.11341666666667,17,3.487054983704831,1.3391601680199623
AB48AEFH,2,7,2,2024-05-04 13:10:17.885,2024-05-04 14:10:50.508,120.97011666666666,60.48505833333333,4,2.8034488692167145,0.1407052404064656
AB49577I,1,3,1,2024-05-02 21:51:50.269,2024-05-02 22:38:11.707,46.3573,46.3573,1,0.3471707225529237,0.3471707225529237
AB4B47CH,1,3,1,2024-05-05 22:02:37.036,2024-05-05 22:41:42.873,39.09728333333333,39.09728333333333,2,0.13759131297329324,0.13759131297329324
AB4BB6FJ,1,3,2,2024-05-04 11:06:08.887,2024-05-04 12:35:12.784,89.06495,89.06495,2,2.33845961121359,2.33845961121359
AB4BDB8I,2,7,4,2024-05-04 12:46:22.542,2024-05-04 13:18:59.192,65.13288333333333,32.56644166666666,12,4.141195626416267,0.36979497826390106
AB4BJ6E,3,10,6,2024-05-01 07:51:15.372,2024-05-01 08:51:51.181,142.18598333333335,47.39532777777779,3,9.885893796161513,9.207820508885549
AB4CFUF,1,3,1,2024-05-02 18:29:56.081,2024-05-02 19:02:57.865,33.02973333333333,33.02973333333333,1,5.771191494546224,5.771191494546224
AB4CIWD,1,3,2,2024-05-01 17:10:24.270,2024-05-01 18:03:47.022,53.3792,53.3792,3,7.875298357235105,8.142585723333031
AB4D669N,1,3,2,2024-05-05 16:36:17.061,2024-05-05 18:04:46.392,88.48885,88.48885,3,4.732975109957707,0.4660797514241325
AB4D96EI,1,3,1,2024-05-01 18:39:48.688,2024-05-01 19:37:58.370,58.161366666666666,58.161366666666666,2,0.10652353690238806,0.10652353690238806
AB4DRA8,1,3,3,2024-05-03 18:53:41.447,2024-05-03 19:55:09.887,61.474000000000004,61.474000000000004,5,8.266146299218939,9.183673469387756
AB4ECG6,1,3,1,2024-05-05 14:07:34.057,2024-05-05 15:00:25.490,52.857216666666666,52.857216666666666,1,1.3807683515620324,1.3807683515620324
AB4EDA9K,5,16,11,2024-05-03 10:16:08.650,2024-05-04 09:51:38.380,327.5690333333333,65.51380666666667,31,3.5212874701887826,0.5168139682182379
AB4F7AEI,1,3,1,2024-05-04 13:50:38.559,2024-05-04 15:13:50.599,83.20066666666666,83.20066666666666,2,2.2104019241931674,2.2104019241931674
AB4G5EDI,2,7,8,2024-05-01 16:25:42.546,2024-05-01 17:52:00.122,172.42373333333333,86.21186666666667,4,8.087091191108579,9.52719682647012
AB4I45BI,1,3,2,2024-05-04 08:45:25.135,2024-05-04 09:50:57.088,65.53255,65.53255,2,4.5538805898001815,4.5538805898001815
AB4IAEFI,1,3,1,2024-05-04 19:15:38.897,2024-05-04 20:36:51.392,81.20824999999999,81.20824999999999,1,12.685257616440095,12.685257616440095
AB4J4B8K,9,31,17,2024-05-03 13:18:00.458,2024-05-04 21:26:06.431,488.7775,54.308611111111105,10,0.9133125602456087,0.8348178386857902
AB4KAD7I,2,7,4,2024-05-04 21:41:02.166,2024-05-04 22:53:32.399,144.94756666666666,72.47378333333333,2,0.38219827519927896,0.38219827519927896
AB4MB78I,1,3,2,2024-05-05 09:52:25.068,2024-05-05 10:40:31.790,48.112033333333336,48.112033333333336,3,3.751901461826149,2.0429241053694853
AB4MDABK,2,7,4,2024-05-05 16:29:23.093,2024-05-05 17:36:44.343,133.77576666666667,66.88788333333333,9,2.6607025753196973,0.3957888070925354
AB4OA6BH,3,10,8,2024-05-04 12:45:26.000,2024-05-05 11:25:50.789,145.51943333333332,48.506477777777775,11,4.442369775458639,3.1334428877809657
AB4P75BH,2,7,2,2024-05-01 20:48:45.664,2024-05-01 21:22:17.258,66.97451666666666,33.48725833333333,4,8.860403839900457,10.440790238044956
AB4QF7F,2,7,2,2024-05-01 21:01:29.985,2024-05-01 21:51:54.683,100.50798333333333,50.253991666666664,5,2.0710925407771033,0.0366501442386787
AB4SACF,1,3,2,2024-05-02 08:04:20.875,2024-05-02 09:24:15.478,79.91005,79.91005,3,3.363417497088589,1.5747315082778386
AB4VA0B,2,7,2,2024-05-03 16:46:52.181,2024-05-03 18:00:25.271,141.13843333333335,70.56921666666668,1,2.014033336727352,2.014033336727352
AB4W5CBI,2,7,2,2024-05-01 22:09:58.160,2024-05-01 23:13:28.782,120.87166666666667,60.435833333333335,1,4.7533160981612586,4.7533160981612586
AB4W78DK,2,6,4,2024-05-03 16:44:40.945,2024-05-03 20:20:26.265,115.41725,57.708625,8,1.3149129504459947,0.36301995736990367
AB4X9ABI,1,3,1,2024-05-01 00:11:23.000,2024-05-01 00:47:24.000,36.016666666666666,36.016666666666666,2,4.440560569713378,4.440560569713378
AB4XBA8H,1,3,1,2024-05-04 14:18:54.104,2024-05-04 14:55:44.288,36.836400000000005,36.836400000000005,3,0.7776925136949607,0.3389279032564193
AB4XF8E,3,12,12,2024-05-04 11:17:48.773,2024-05-04 12:17:53.848,161.68168333333332,53.89389444444444,4,7.199361207386346,7.754838326656108
AB4Z899K,1,3,1,2024-05-05 05:04:37.027,2024-05-05 06:34:15.432,89.64008333333332,89.64008333333332,1,12.503386333798735,12.503386333798735
AB507JD,2,6,6,2024-05-04 15:17:51.000,2024-05-04 19:49:08.000,132.81666666666666,66.40833333333333,6,5.346600200633787,3.380248786938078
AB50B56I,1,3,1,2024-05-04 13:51:53.968,2024-05-04 14:29:00.346,37.106300000000005,37.106300000000005,1,0.2986236436265253,0.2986236436265253
AB516ABK,1,3,2,2024-05-03 18:10:29.328,2024-05-03 19:17:39.868,67.17566666666667,67.17566666666667,5,2.3324933940826447,0.2842695197219086
AB525C7K,2,7,6,2024-05-03 21:38:27.494,2024-05-03 22:28:49.699,100.66218333333333,50.331091666666666,3,8.70817979165744,7.018528916339135
AB52C69K,4,16,4,2024-05-05 15:12:30.205,2024-05-05 16:47:01.801,247.1274,61.78185,7,1.5584108347750991,0.6949020825057242
AB531B4,2,7,4,2024-05-01 22:17:21.544,2024-05-01 23:00:08.992,85.05718333333334,42.52859166666667,2,13.82882227061301,13.82882227061301
AB53667J,1,3,4,2024-05-04 13:37:30.533,2024-05-04 14:19:57.886,42.45588333333333,42.45588333333333,5,4.852903728436184,2.696625173595246
AB544DFK,3,10,6,2024-05-03 19:06:12.548,2024-05-04 09:06:47.206,110.571,36.857,13,3.211727137591345,0.1991856846576341
AB54DEFI,2,7,2,2024-05-05 13:03:26.853,2024-05-05 14:18:59.164,151.00916666666666,75.50458333333333,2,6.4650471090268296,6.4650471090268296
AB5577B,1,3,2,2024-05-03 07:42:29.806,2024-05-03 08:12:34.541,30.078916666666665,30.078916666666665,5,1.1819798166509012,0.0204169962782764
AB55AVL,1,3,3,2024-05-03 07:10:01.704,2024-05-03 08:12:29.849,62.46908333333333,62.46908333333333,4,2.8486644065128575,0.5404578204819501
AB55D87I,1,3,1,2024-05-02 02:09:22.624,2024-05-02 02:41:34.420,32.196600000000004,32.196600000000004,1,13.900579963086235,13.900579963086235
AB55DLF,1,3,2,2024-05-05 12:38:05.287,2024-05-05 13:16:00.038,37.91251666666667,37.91251666666667,2,5.028050440612749,5.028050440612749
AB564A8H,2,7,4,2024-05-01 18:22:01.192,2024-05-01 18:54:42.956,64.83298333333333,32.416491666666666,6,8.103884610283302,7.238734613876543
AB56766M,2,7,4,2024-05-03 10:14:52.324,2024-05-03 11:12:21.961,114.28413333333333,57.142066666666665,2,6.702238895892643,6.702238895892643
AB567EAK,3,10,4,2024-05-04 20:48:54.141,2024-05-04 22:33:03.712,198.54283333333333,66.18094444444445,13,2.9375670894634895,0.9120971444265292
AB56A5BK,4,14,4,2024-05-02 08:57:37.852,2024-05-05 12:11:20.752,225.12148333333334,56.280370833333336,4,2.0180153939126395,2.057746373624779
