交叉口,时间段,车辆数,车辆密度,日期
经三路-纬中路,2024-05-02 01:00:00,220,220.0,2024-05-02
经三路-纬中路,2024-05-02 02:00:00,97,97.0,2024-05-02
经三路-纬中路,2024-05-02 03:00:00,71,71.0,2024-05-02
经三路-纬中路,2024-05-02 04:00:00,81,81.0,2024-05-02
经三路-纬中路,2024-05-02 05:00:00,156,156.0,2024-05-02
经三路-纬中路,2024-05-02 06:00:00,410,410.0,2024-05-02
经三路-纬中路,2024-05-02 07:00:00,865,865.0,2024-05-02
经三路-纬中路,2024-05-02 08:00:00,1287,1287.0,2024-05-02
经三路-纬中路,2024-05-02 09:00:00,1604,1604.0,2024-05-02
经三路-纬中路,2024-05-02 10:00:00,1644,1644.0,2024-05-02
经三路-纬中路,2024-05-02 11:00:00,1647,1647.0,2024-05-02
经三路-纬中路,2024-05-02 12:00:00,1843,1843.0,2024-05-02
经三路-纬中路,2024-05-02 13:00:00,1151,1151.0,2024-05-02
经三路-纬中路,2024-05-02 14:00:00,1362,1362.0,2024-05-02
经三路-纬中路,2024-05-02 15:00:00,1706,1706.0,2024-05-02
经三路-纬中路,2024-05-02 16:00:00,1891,1891.0,2024-05-02
经三路-纬中路,2024-05-02 17:00:00,1717,1717.0,2024-05-02
经三路-纬中路,2024-05-02 18:00:00,1482,1482.0,2024-05-02
经三路-纬中路,2024-05-02 19:00:00,1608,1608.0,2024-05-02
经三路-纬中路,2024-05-02 20:00:00,1296,1296.0,2024-05-02
经三路-纬中路,2024-05-02 21:00:00,1153,1153.0,2024-05-02
经三路-纬中路,2024-05-02 22:00:00,798,798.0,2024-05-02
经三路-纬中路,2024-05-02 23:00:00,571,571.0,2024-05-02
经中路-环北路,2024-05-02 00:00:00,317,317.0,2024-05-02
经中路-环北路,2024-05-02 01:00:00,179,179.0,2024-05-02
经中路-环北路,2024-05-02 02:00:00,110,110.0,2024-05-02
经中路-环北路,2024-05-02 03:00:00,93,93.0,2024-05-02
经中路-环北路,2024-05-02 04:00:00,92,92.0,2024-05-02
经中路-环北路,2024-05-02 05:00:00,286,286.0,2024-05-02
经中路-环北路,2024-05-02 06:00:00,570,570.0,2024-05-02
经中路-环北路,2024-05-02 07:00:00,1093,1093.0,2024-05-02
经中路-环北路,2024-05-02 08:00:00,1451,1451.0,2024-05-02
经中路-环北路,2024-05-02 09:00:00,1626,1626.0,2024-05-02
经中路-环北路,2024-05-02 10:00:00,1925,1925.0,2024-05-02
经中路-环北路,2024-05-02 11:00:00,1899,1899.0,2024-05-02
经中路-环北路,2024-05-02 12:00:00,1727,1727.0,2024-05-02
经中路-环北路,2024-05-02 13:00:00,1948,1948.0,2024-05-02
经中路-环北路,2024-05-02 14:00:00,1942,1942.0,2024-05-02
经中路-环北路,2024-05-02 15:00:00,1957,1957.0,2024-05-02
经中路-环北路,2024-05-02 16:00:00,2059,2059.0,2024-05-02
经中路-环北路,2024-05-02 17:00:00,2090,2090.0,2024-05-02
经中路-环北路,2024-05-02 18:00:00,1678,1678.0,2024-05-02
经中路-环北路,2024-05-02 19:00:00,1679,1679.0,2024-05-02
经中路-环北路,2024-05-02 20:00:00,1600,1600.0,2024-05-02
经中路-环北路,2024-05-02 21:00:00,1291,1291.0,2024-05-02
经中路-环北路,2024-05-02 22:00:00,834,834.0,2024-05-02
经中路-环北路,2024-05-02 23:00:00,465,465.0,2024-05-02
经中路-环南路,2024-05-02 00:00:00,443,443.0,2024-05-02
经中路-环南路,2024-05-02 01:00:00,232,232.0,2024-05-02
经中路-环南路,2024-05-02 02:00:00,164,164.0,2024-05-02
经中路-环南路,2024-05-02 03:00:00,120,120.0,2024-05-02
经中路-环南路,2024-05-02 04:00:00,152,152.0,2024-05-02
经中路-环南路,2024-05-02 05:00:00,363,363.0,2024-05-02
经中路-环南路,2024-05-02 06:00:00,803,803.0,2024-05-02
经中路-环南路,2024-05-02 07:00:00,1390,1390.0,2024-05-02
经中路-环南路,2024-05-02 08:00:00,2104,2104.0,2024-05-02
经中路-环南路,2024-05-02 09:00:00,2507,2507.0,2024-05-02
经中路-环南路,2024-05-02 10:00:00,2725,2725.0,2024-05-02
经中路-环南路,2024-05-02 11:00:00,2714,2714.0,2024-05-02
经中路-环南路,2024-05-02 12:00:00,2695,2695.0,2024-05-02
经中路-环南路,2024-05-02 13:00:00,2714,2714.0,2024-05-02
经中路-环南路,2024-05-02 14:00:00,2856,2856.0,2024-05-02
经中路-环南路,2024-05-02 15:00:00,2839,2839.0,2024-05-02
经中路-环南路,2024-05-02 16:00:00,2702,2702.0,2024-05-02
经中路-环南路,2024-05-02 17:00:00,2560,2560.0,2024-05-02
经中路-环南路,2024-05-02 18:00:00,2186,2186.0,2024-05-02
经中路-环南路,2024-05-02 19:00:00,2360,2360.0,2024-05-02
经中路-环南路,2024-05-02 20:00:00,2097,2097.0,2024-05-02
经中路-环南路,2024-05-02 21:00:00,1599,1599.0,2024-05-02
经中路-环南路,2024-05-02 22:00:00,1075,1075.0,2024-05-02
经中路-环南路,2024-05-02 23:00:00,741,741.0,2024-05-02
经中路-纬一路,2024-05-02 00:00:00,433,433.0,2024-05-02
经中路-纬一路,2024-05-02 01:00:00,280,280.0,2024-05-02
经中路-纬一路,2024-05-02 02:00:00,161,161.0,2024-05-02
经中路-纬一路,2024-05-02 03:00:00,133,133.0,2024-05-02
经中路-纬一路,2024-05-02 04:00:00,160,160.0,2024-05-02
经中路-纬一路,2024-05-02 05:00:00,297,297.0,2024-05-02
经中路-纬一路,2024-05-02 06:00:00,610,610.0,2024-05-02
经中路-纬一路,2024-05-02 07:00:00,1052,1052.0,2024-05-02
经中路-纬一路,2024-05-02 08:00:00,1605,1605.0,2024-05-02
经中路-纬一路,2024-05-02 09:00:00,1780,1780.0,2024-05-02
经中路-纬一路,2024-05-02 10:00:00,1916,1916.0,2024-05-02
经中路-纬一路,2024-05-02 11:00:00,1898,1898.0,2024-05-02
经中路-纬一路,2024-05-02 12:00:00,2111,2111.0,2024-05-02
经中路-纬一路,2024-05-02 13:00:00,2065,2065.0,2024-05-02
经中路-纬一路,2024-05-02 14:00:00,2079,2079.0,2024-05-02
经中路-纬一路,2024-05-02 15:00:00,2171,2171.0,2024-05-02
经中路-纬一路,2024-05-02 16:00:00,2210,2210.0,2024-05-02
经中路-纬一路,2024-05-02 17:00:00,2091,2091.0,2024-05-02
经中路-纬一路,2024-05-02 18:00:00,1756,1756.0,2024-05-02
经中路-纬一路,2024-05-02 19:00:00,1793,1793.0,2024-05-02
经中路-纬一路,2024-05-02 20:00:00,1779,1779.0,2024-05-02
经中路-纬一路,2024-05-02 21:00:00,1448,1448.0,2024-05-02
经中路-纬一路,2024-05-02 22:00:00,984,984.0,2024-05-02
经中路-纬一路,2024-05-02 23:00:00,652,652.0,2024-05-02
经中路-纬中路,2024-05-02 00:00:00,614,614.0,2024-05-02
经中路-纬中路,2024-05-02 01:00:00,329,329.0,2024-05-02
经中路-纬中路,2024-05-02 02:00:00,188,188.0,2024-05-02
经中路-纬中路,2024-05-02 03:00:00,129,129.0,2024-05-02
经中路-纬中路,2024-05-02 04:00:00,191,191.0,2024-05-02
经中路-纬中路,2024-05-02 05:00:00,358,358.0,2024-05-02
经中路-纬中路,2024-05-02 06:00:00,790,790.0,2024-05-02
经中路-纬中路,2024-05-02 07:00:00,1387,1387.0,2024-05-02
经中路-纬中路,2024-05-02 08:00:00,2161,2161.0,2024-05-02
经中路-纬中路,2024-05-02 09:00:00,2629,2629.0,2024-05-02
经中路-纬中路,2024-05-02 10:00:00,2423,2423.0,2024-05-02
经中路-纬中路,2024-05-02 11:00:00,2435,2435.0,2024-05-02
经中路-纬中路,2024-05-02 12:00:00,2337,2337.0,2024-05-02
经中路-纬中路,2024-05-02 13:00:00,2064,2064.0,2024-05-02
经中路-纬中路,2024-05-02 14:00:00,2181,2181.0,2024-05-02
经中路-纬中路,2024-05-02 15:00:00,2315,2315.0,2024-05-02
经中路-纬中路,2024-05-02 16:00:00,2193,2193.0,2024-05-02
经中路-纬中路,2024-05-02 17:00:00,2172,2172.0,2024-05-02
经中路-纬中路,2024-05-02 18:00:00,2477,2477.0,2024-05-02
经中路-纬中路,2024-05-02 19:00:00,2643,2643.0,2024-05-02
经中路-纬中路,2024-05-02 20:00:00,2416,2416.0,2024-05-02
经中路-纬中路,2024-05-02 21:00:00,2111,2111.0,2024-05-02
经中路-纬中路,2024-05-02 22:00:00,1420,1420.0,2024-05-02
经中路-纬中路,2024-05-02 23:00:00,949,949.0,2024-05-02
经二路-纬中路,2024-05-02 00:00:00,255,255.0,2024-05-02
经二路-纬中路,2024-05-02 09:00:00,541,541.0,2024-05-02
经二路-纬中路,2024-05-02 10:00:00,911,911.0,2024-05-02
经二路-纬中路,2024-05-02 11:00:00,617,617.0,2024-05-02
经二路-纬中路,2024-05-02 12:00:00,756,756.0,2024-05-02
经二路-纬中路,2024-05-02 13:00:00,957,957.0,2024-05-02
经二路-纬中路,2024-05-02 14:00:00,860,860.0,2024-05-02
经二路-纬中路,2024-05-02 15:00:00,900,900.0,2024-05-02
经二路-纬中路,2024-05-02 16:00:00,433,433.0,2024-05-02
经二路-纬中路,2024-05-02 17:00:00,909,909.0,2024-05-02
经二路-纬中路,2024-05-02 18:00:00,1031,1031.0,2024-05-02
经二路-纬中路,2024-05-02 19:00:00,1122,1122.0,2024-05-02
经二路-纬中路,2024-05-02 20:00:00,974,974.0,2024-05-02
经二路-纬中路,2024-05-02 21:00:00,807,807.0,2024-05-02
经二路-纬中路,2024-05-02 22:00:00,540,540.0,2024-05-02
经二路-纬中路,2024-05-02 23:00:00,393,393.0,2024-05-02
经五路-纬中路,2024-05-02 00:00:00,84,84.0,2024-05-02
经五路-纬中路,2024-05-02 01:00:00,43,43.0,2024-05-02
经五路-纬中路,2024-05-02 02:00:00,29,29.0,2024-05-02
经五路-纬中路,2024-05-02 03:00:00,11,11.0,2024-05-02
经五路-纬中路,2024-05-02 04:00:00,14,14.0,2024-05-02
经五路-纬中路,2024-05-02 05:00:00,46,46.0,2024-05-02
经五路-纬中路,2024-05-02 06:00:00,149,149.0,2024-05-02
经五路-纬中路,2024-05-02 07:00:00,293,293.0,2024-05-02
经五路-纬中路,2024-05-02 08:00:00,502,502.0,2024-05-02
经五路-纬中路,2024-05-02 09:00:00,656,656.0,2024-05-02
经五路-纬中路,2024-05-02 10:00:00,732,732.0,2024-05-02
经五路-纬中路,2024-05-02 11:00:00,746,746.0,2024-05-02
经五路-纬中路,2024-05-02 12:00:00,714,714.0,2024-05-02
经五路-纬中路,2024-05-02 13:00:00,835,835.0,2024-05-02
经五路-纬中路,2024-05-02 14:00:00,815,815.0,2024-05-02
经五路-纬中路,2024-05-02 15:00:00,837,837.0,2024-05-02
经五路-纬中路,2024-05-02 16:00:00,443,443.0,2024-05-02
经五路-纬中路,2024-05-02 17:00:00,441,441.0,2024-05-02
经五路-纬中路,2024-05-02 18:00:00,544,544.0,2024-05-02
经五路-纬中路,2024-05-02 19:00:00,549,549.0,2024-05-02
经五路-纬中路,2024-05-02 20:00:00,429,429.0,2024-05-02
经五路-纬中路,2024-05-02 21:00:00,416,416.0,2024-05-02
经五路-纬中路,2024-05-02 22:00:00,203,203.0,2024-05-02
经五路-纬中路,2024-05-02 23:00:00,89,89.0,2024-05-02
经四路-纬中路,2024-05-02 00:00:00,103,103.0,2024-05-02
经四路-纬中路,2024-05-02 01:00:00,76,76.0,2024-05-02
经四路-纬中路,2024-05-02 02:00:00,49,49.0,2024-05-02
经四路-纬中路,2024-05-02 03:00:00,23,23.0,2024-05-02
经四路-纬中路,2024-05-02 04:00:00,30,30.0,2024-05-02
经四路-纬中路,2024-05-02 05:00:00,86,86.0,2024-05-02
经四路-纬中路,2024-05-02 06:00:00,105,105.0,2024-05-02
经四路-纬中路,2024-05-02 07:00:00,117,117.0,2024-05-02
经四路-纬中路,2024-05-02 08:00:00,99,99.0,2024-05-02
经四路-纬中路,2024-05-02 09:00:00,72,72.0,2024-05-02
经四路-纬中路,2024-05-02 10:00:00,87,87.0,2024-05-02
经四路-纬中路,2024-05-02 11:00:00,101,101.0,2024-05-02
经四路-纬中路,2024-05-02 12:00:00,85,85.0,2024-05-02
经四路-纬中路,2024-05-02 13:00:00,44,44.0,2024-05-02
经四路-纬中路,2024-05-02 14:00:00,42,42.0,2024-05-02
经四路-纬中路,2024-05-02 15:00:00,87,87.0,2024-05-02
经四路-纬中路,2024-05-02 16:00:00,52,52.0,2024-05-02
经四路-纬中路,2024-05-02 17:00:00,45,45.0,2024-05-02
经四路-纬中路,2024-05-02 18:00:00,76,76.0,2024-05-02
经四路-纬中路,2024-05-02 19:00:00,107,107.0,2024-05-02
经四路-纬中路,2024-05-02 20:00:00,102,102.0,2024-05-02
经四路-纬中路,2024-05-02 21:00:00,93,93.0,2024-05-02
经四路-纬中路,2024-05-02 22:00:00,125,125.0,2024-05-02
经四路-纬中路,2024-05-02 23:00:00,97,97.0,2024-05-02
