交叉口,时间段,车辆数,车辆密度,日期
纬中路-景区出入口,2024-05-04 19:00:00,1328,1328.0,2024-05-04
纬中路-景区出入口,2024-05-04 20:00:00,1055,1055.0,2024-05-04
纬中路-景区出入口,2024-05-04 21:00:00,747,747.0,2024-05-04
纬中路-景区出入口,2024-05-04 22:00:00,449,449.0,2024-05-04
纬中路-景区出入口,2024-05-04 23:00:00,319,319.0,2024-05-04
经一路-纬中路,2024-05-04 00:00:00,376,376.0,2024-05-04
经一路-纬中路,2024-05-04 01:00:00,224,224.0,2024-05-04
经一路-纬中路,2024-05-04 02:00:00,97,97.0,2024-05-04
经一路-纬中路,2024-05-04 03:00:00,69,69.0,2024-05-04
经一路-纬中路,2024-05-04 04:00:00,89,89.0,2024-05-04
经一路-纬中路,2024-05-04 05:00:00,157,157.0,2024-05-04
经一路-纬中路,2024-05-04 06:00:00,388,388.0,2024-05-04
经一路-纬中路,2024-05-04 07:00:00,899,899.0,2024-05-04
经一路-纬中路,2024-05-04 08:00:00,1293,1293.0,2024-05-04
经一路-纬中路,2024-05-04 09:00:00,1377,1377.0,2024-05-04
经一路-纬中路,2024-05-04 10:00:00,1394,1394.0,2024-05-04
经一路-纬中路,2024-05-04 11:00:00,1533,1533.0,2024-05-04
经一路-纬中路,2024-05-04 12:00:00,448,448.0,2024-05-04
经一路-纬中路,2024-05-04 14:00:00,797,797.0,2024-05-04
经一路-纬中路,2024-05-04 15:00:00,1088,1088.0,2024-05-04
经一路-纬中路,2024-05-04 18:00:00,1126,1126.0,2024-05-04
经一路-纬中路,2024-05-04 19:00:00,1638,1638.0,2024-05-04
经一路-纬中路,2024-05-04 20:00:00,1369,1369.0,2024-05-04
经一路-纬中路,2024-05-04 21:00:00,1103,1103.0,2024-05-04
经一路-纬中路,2024-05-04 22:00:00,640,640.0,2024-05-04
经一路-纬中路,2024-05-04 23:00:00,633,633.0,2024-05-04
经三路-纬中路,2024-05-04 00:00:00,298,298.0,2024-05-04
经三路-纬中路,2024-05-04 01:00:00,148,148.0,2024-05-04
经三路-纬中路,2024-05-04 02:00:00,58,58.0,2024-05-04
经三路-纬中路,2024-05-04 03:00:00,51,51.0,2024-05-04
经三路-纬中路,2024-05-04 04:00:00,61,61.0,2024-05-04
经三路-纬中路,2024-05-04 05:00:00,144,144.0,2024-05-04
经三路-纬中路,2024-05-04 06:00:00,423,423.0,2024-05-04
经三路-纬中路,2024-05-04 07:00:00,853,853.0,2024-05-04
经三路-纬中路,2024-05-04 08:00:00,1223,1223.0,2024-05-04
经三路-纬中路,2024-05-04 09:00:00,1318,1318.0,2024-05-04
经三路-纬中路,2024-05-04 10:00:00,1250,1250.0,2024-05-04
经三路-纬中路,2024-05-04 11:00:00,1378,1378.0,2024-05-04
经三路-纬中路,2024-05-04 12:00:00,1397,1397.0,2024-05-04
经三路-纬中路,2024-05-04 13:00:00,1380,1380.0,2024-05-04
经三路-纬中路,2024-05-04 14:00:00,1312,1312.0,2024-05-04
经三路-纬中路,2024-05-04 15:00:00,1059,1059.0,2024-05-04
经三路-纬中路,2024-05-04 18:00:00,1011,1011.0,2024-05-04
经三路-纬中路,2024-05-04 19:00:00,1345,1345.0,2024-05-04
经三路-纬中路,2024-05-04 20:00:00,1137,1137.0,2024-05-04
经三路-纬中路,2024-05-04 21:00:00,836,836.0,2024-05-04
经三路-纬中路,2024-05-04 22:00:00,525,525.0,2024-05-04
经三路-纬中路,2024-05-04 23:00:00,488,488.0,2024-05-04
经中路-环北路,2024-05-04 00:00:00,232,232.0,2024-05-04
经中路-环北路,2024-05-04 01:00:00,128,128.0,2024-05-04
经中路-环北路,2024-05-04 02:00:00,71,71.0,2024-05-04
经中路-环北路,2024-05-04 03:00:00,78,78.0,2024-05-04
经中路-环北路,2024-05-04 04:00:00,62,62.0,2024-05-04
经中路-环北路,2024-05-04 05:00:00,224,224.0,2024-05-04
经中路-环北路,2024-05-04 06:00:00,555,555.0,2024-05-04
经中路-环北路,2024-05-04 07:00:00,1059,1059.0,2024-05-04
经中路-环北路,2024-05-04 08:00:00,1287,1287.0,2024-05-04
经中路-环北路,2024-05-04 09:00:00,1147,1147.0,2024-05-04
经中路-环北路,2024-05-04 10:00:00,1619,1619.0,2024-05-04
经中路-环北路,2024-05-04 11:00:00,1662,1662.0,2024-05-04
经中路-环北路,2024-05-04 12:00:00,1642,1642.0,2024-05-04
经中路-环北路,2024-05-04 13:00:00,1690,1690.0,2024-05-04
经中路-环北路,2024-05-04 14:00:00,1783,1783.0,2024-05-04
经中路-环北路,2024-05-04 15:00:00,1602,1602.0,2024-05-04
经中路-环北路,2024-05-04 16:00:00,1834,1834.0,2024-05-04
经中路-环北路,2024-05-04 17:00:00,1853,1853.0,2024-05-04
经中路-环北路,2024-05-04 18:00:00,1344,1344.0,2024-05-04
经中路-环北路,2024-05-04 19:00:00,1244,1244.0,2024-05-04
经中路-环北路,2024-05-04 20:00:00,1084,1084.0,2024-05-04
经中路-环北路,2024-05-04 21:00:00,727,727.0,2024-05-04
经中路-环北路,2024-05-04 22:00:00,477,477.0,2024-05-04
经中路-环北路,2024-05-04 23:00:00,293,293.0,2024-05-04
经中路-环南路,2024-05-04 00:00:00,379,379.0,2024-05-04
经中路-环南路,2024-05-04 01:00:00,233,233.0,2024-05-04
经中路-环南路,2024-05-04 02:00:00,102,102.0,2024-05-04
经中路-环南路,2024-05-04 03:00:00,104,104.0,2024-05-04
经中路-环南路,2024-05-04 04:00:00,124,124.0,2024-05-04
经中路-环南路,2024-05-04 05:00:00,294,294.0,2024-05-04
经中路-环南路,2024-05-04 06:00:00,809,809.0,2024-05-04
经中路-环南路,2024-05-04 07:00:00,1555,1555.0,2024-05-04
经中路-环南路,2024-05-04 08:00:00,1959,1959.0,2024-05-04
经中路-环南路,2024-05-04 09:00:00,2132,2132.0,2024-05-04
经中路-环南路,2024-05-04 10:00:00,2183,2183.0,2024-05-04
经中路-环南路,2024-05-04 11:00:00,2332,2332.0,2024-05-04
经中路-环南路,2024-05-04 12:00:00,2195,2195.0,2024-05-04
经中路-环南路,2024-05-04 13:00:00,2316,2316.0,2024-05-04
经中路-环南路,2024-05-04 14:00:00,2204,2204.0,2024-05-04
经中路-环南路,2024-05-04 15:00:00,2211,2211.0,2024-05-04
经中路-环南路,2024-05-04 16:00:00,2427,2427.0,2024-05-04
经中路-环南路,2024-05-04 17:00:00,2436,2436.0,2024-05-04
经中路-环南路,2024-05-04 18:00:00,2075,2075.0,2024-05-04
经中路-环南路,2024-05-04 19:00:00,1935,1935.0,2024-05-04
经中路-环南路,2024-05-04 20:00:00,1602,1602.0,2024-05-04
经中路-环南路,2024-05-04 21:00:00,1092,1092.0,2024-05-04
经中路-环南路,2024-05-04 22:00:00,774,774.0,2024-05-04
经中路-环南路,2024-05-04 23:00:00,641,641.0,2024-05-04
经中路-纬一路,2024-05-04 00:00:00,361,361.0,2024-05-04
经中路-纬一路,2024-05-04 01:00:00,222,222.0,2024-05-04
经中路-纬一路,2024-05-04 02:00:00,139,139.0,2024-05-04
经中路-纬一路,2024-05-04 03:00:00,125,125.0,2024-05-04
经中路-纬一路,2024-05-04 04:00:00,141,141.0,2024-05-04
经中路-纬一路,2024-05-04 05:00:00,260,260.0,2024-05-04
经中路-纬一路,2024-05-04 06:00:00,650,650.0,2024-05-04
经中路-纬一路,2024-05-04 07:00:00,1116,1116.0,2024-05-04
经中路-纬一路,2024-05-04 08:00:00,1529,1529.0,2024-05-04
经中路-纬一路,2024-05-04 09:00:00,1620,1620.0,2024-05-04
经中路-纬一路,2024-05-04 10:00:00,1710,1710.0,2024-05-04
经中路-纬一路,2024-05-04 11:00:00,1775,1775.0,2024-05-04
经中路-纬一路,2024-05-04 12:00:00,1846,1846.0,2024-05-04
经中路-纬一路,2024-05-04 13:00:00,1748,1748.0,2024-05-04
经中路-纬一路,2024-05-04 14:00:00,1803,1803.0,2024-05-04
经中路-纬一路,2024-05-04 15:00:00,1722,1722.0,2024-05-04
经中路-纬一路,2024-05-04 16:00:00,2007,2007.0,2024-05-04
经中路-纬一路,2024-05-04 17:00:00,1991,1991.0,2024-05-04
经中路-纬一路,2024-05-04 18:00:00,1601,1601.0,2024-05-04
经中路-纬一路,2024-05-04 19:00:00,1511,1511.0,2024-05-04
经中路-纬一路,2024-05-04 20:00:00,1408,1408.0,2024-05-04
经中路-纬一路,2024-05-04 21:00:00,999,999.0,2024-05-04
经中路-纬一路,2024-05-04 22:00:00,687,687.0,2024-05-04
经中路-纬一路,2024-05-04 23:00:00,566,566.0,2024-05-04
经中路-纬中路,2024-05-04 00:00:00,481,481.0,2024-05-04
经中路-纬中路,2024-05-04 01:00:00,262,262.0,2024-05-04
经中路-纬中路,2024-05-04 02:00:00,149,149.0,2024-05-04
经中路-纬中路,2024-05-04 03:00:00,132,132.0,2024-05-04
经中路-纬中路,2024-05-04 04:00:00,174,174.0,2024-05-04
经中路-纬中路,2024-05-04 05:00:00,320,320.0,2024-05-04
经中路-纬中路,2024-05-04 06:00:00,812,812.0,2024-05-04
经中路-纬中路,2024-05-04 07:00:00,1461,1461.0,2024-05-04
经中路-纬中路,2024-05-04 08:00:00,1874,1874.0,2024-05-04
经中路-纬中路,2024-05-04 09:00:00,2164,2164.0,2024-05-04
经中路-纬中路,2024-05-04 10:00:00,2315,2315.0,2024-05-04
经中路-纬中路,2024-05-04 11:00:00,2374,2374.0,2024-05-04
经中路-纬中路,2024-05-04 12:00:00,2492,2492.0,2024-05-04
经中路-纬中路,2024-05-04 13:00:00,2448,2448.0,2024-05-04
经中路-纬中路,2024-05-04 14:00:00,2540,2540.0,2024-05-04
经中路-纬中路,2024-05-04 15:00:00,2419,2419.0,2024-05-04
经中路-纬中路,2024-05-04 16:00:00,2668,2668.0,2024-05-04
经中路-纬中路,2024-05-04 17:00:00,2222,2222.0,2024-05-04
经中路-纬中路,2024-05-04 18:00:00,2264,2264.0,2024-05-04
经中路-纬中路,2024-05-04 19:00:00,2121,2121.0,2024-05-04
经中路-纬中路,2024-05-04 20:00:00,1939,1939.0,2024-05-04
经中路-纬中路,2024-05-04 21:00:00,1421,1421.0,2024-05-04
经中路-纬中路,2024-05-04 22:00:00,884,884.0,2024-05-04
经中路-纬中路,2024-05-04 23:00:00,744,744.0,2024-05-04
经二路-纬中路,2024-05-04 00:00:00,183,183.0,2024-05-04
经二路-纬中路,2024-05-04 01:00:00,112,112.0,2024-05-04
经二路-纬中路,2024-05-04 02:00:00,52,52.0,2024-05-04
经二路-纬中路,2024-05-04 03:00:00,33,33.0,2024-05-04
经二路-纬中路,2024-05-04 04:00:00,47,47.0,2024-05-04
经二路-纬中路,2024-05-04 05:00:00,83,83.0,2024-05-04
经二路-纬中路,2024-05-04 06:00:00,234,234.0,2024-05-04
经二路-纬中路,2024-05-04 07:00:00,461,461.0,2024-05-04
经二路-纬中路,2024-05-04 08:00:00,725,725.0,2024-05-04
经二路-纬中路,2024-05-04 09:00:00,798,798.0,2024-05-04
经二路-纬中路,2024-05-04 10:00:00,788,788.0,2024-05-04
经二路-纬中路,2024-05-04 11:00:00,898,898.0,2024-05-04
经二路-纬中路,2024-05-04 12:00:00,375,375.0,2024-05-04
经二路-纬中路,2024-05-04 15:00:00,253,253.0,2024-05-04
经二路-纬中路,2024-05-04 16:00:00,1076,1076.0,2024-05-04
经二路-纬中路,2024-05-04 17:00:00,1034,1034.0,2024-05-04
经二路-纬中路,2024-05-04 18:00:00,878,878.0,2024-05-04
经二路-纬中路,2024-05-04 19:00:00,816,816.0,2024-05-04
经二路-纬中路,2024-05-04 20:00:00,732,732.0,2024-05-04
经二路-纬中路,2024-05-04 21:00:00,618,618.0,2024-05-04
经二路-纬中路,2024-05-04 22:00:00,358,358.0,2024-05-04
经二路-纬中路,2024-05-04 23:00:00,318,318.0,2024-05-04
经五路-纬中路,2024-05-04 01:00:00,3,3.0,2024-05-04
经五路-纬中路,2024-05-04 02:00:00,9,9.0,2024-05-04
经五路-纬中路,2024-05-04 03:00:00,10,10.0,2024-05-04
经五路-纬中路,2024-05-04 04:00:00,18,18.0,2024-05-04
经五路-纬中路,2024-05-04 05:00:00,41,41.0,2024-05-04
经五路-纬中路,2024-05-04 06:00:00,134,134.0,2024-05-04
经五路-纬中路,2024-05-04 07:00:00,157,157.0,2024-05-04
经五路-纬中路,2024-05-04 10:00:00,470,470.0,2024-05-04
经五路-纬中路,2024-05-04 11:00:00,615,615.0,2024-05-04
经五路-纬中路,2024-05-04 12:00:00,654,654.0,2024-05-04
经五路-纬中路,2024-05-04 13:00:00,435,435.0,2024-05-04
经五路-纬中路,2024-05-04 15:00:00,166,166.0,2024-05-04
经五路-纬中路,2024-05-04 16:00:00,634,634.0,2024-05-04
经五路-纬中路,2024-05-04 17:00:00,518,518.0,2024-05-04
经五路-纬中路,2024-05-04 18:00:00,480,480.0,2024-05-04
经五路-纬中路,2024-05-04 19:00:00,401,401.0,2024-05-04
经五路-纬中路,2024-05-04 20:00:00,299,299.0,2024-05-04
经五路-纬中路,2024-05-04 21:00:00,215,215.0,2024-05-04
经五路-纬中路,2024-05-04 22:00:00,116,116.0,2024-05-04
经五路-纬中路,2024-05-04 23:00:00,68,68.0,2024-05-04
经四路-纬中路,2024-05-04 00:00:00,92,92.0,2024-05-04
经四路-纬中路,2024-05-04 01:00:00,56,56.0,2024-05-04
经四路-纬中路,2024-05-04 02:00:00,17,17.0,2024-05-04
经四路-纬中路,2024-05-04 03:00:00,20,20.0,2024-05-04
经四路-纬中路,2024-05-04 04:00:00,30,30.0,2024-05-04
经四路-纬中路,2024-05-04 05:00:00,65,65.0,2024-05-04
经四路-纬中路,2024-05-04 06:00:00,94,94.0,2024-05-04
经四路-纬中路,2024-05-04 07:00:00,115,115.0,2024-05-04
经四路-纬中路,2024-05-04 08:00:00,92,92.0,2024-05-04
经四路-纬中路,2024-05-04 09:00:00,59,59.0,2024-05-04
经四路-纬中路,2024-05-04 10:00:00,86,86.0,2024-05-04
经四路-纬中路,2024-05-04 11:00:00,98,98.0,2024-05-04
经四路-纬中路,2024-05-04 12:00:00,53,53.0,2024-05-04
经四路-纬中路,2024-05-04 13:00:00,96,96.0,2024-05-04
经四路-纬中路,2024-05-04 14:00:00,88,88.0,2024-05-04
经四路-纬中路,2024-05-04 15:00:00,78,78.0,2024-05-04
经四路-纬中路,2024-05-04 16:00:00,84,84.0,2024-05-04
经四路-纬中路,2024-05-04 17:00:00,110,110.0,2024-05-04
经四路-纬中路,2024-05-04 18:00:00,90,90.0,2024-05-04
经四路-纬中路,2024-05-04 19:00:00,96,96.0,2024-05-04
经四路-纬中路,2024-05-04 20:00:00,93,93.0,2024-05-04
经四路-纬中路,2024-05-04 21:00:00,90,90.0,2024-05-04
经四路-纬中路,2024-05-04 22:00:00,108,108.0,2024-05-04
经四路-纬中路,2024-05-04 23:00:00,86,86.0,2024-05-04
